image_path,label,source,md5
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot1648.jpg,Apple___Black_rot,Hassan,29d612510dca007e216934241c41ac41
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot3063.jpg,Apple___Black_rot,Hassan,69ef54aea1bfadff71da56095a8f350f
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot3104.jpg,Apple___Black_rot,Hassan,d62259452e06e7d998aee0bd3cae0b64
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot2968.jpg,Apple___Black_rot,Hassan,e21024a7513d2261ffe366ec1411d109
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot31.JPG,Apple___Black_rot,Hassan,e17cf4e6413f3688d1b04737235274d0
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot700.jpg,Apple___Black_rot,Hassan,78e4d2c130c164e5aa2787de1b9ee5b0
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot133.JPG,Apple___Black_rot,Hassan,239d4404b22dc47f72a864ff0fcfa687
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot3190.jpg,Apple___Black_rot,Hassan,f9103e468acc15d8b125b8cd1e1c097b
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot694.jpg,Apple___Black_rot,Hassan,4d74e6ee18449b2a69ee7a1a458537ec
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot1007.jpg,Apple___Black_rot,Hassan,b9215ac5f199c2c8fa07e8d0b259e2a7
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot2862.jpg,Apple___Black_rot,Hassan,1600b740d29b920cd2684646bd6d64c7
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot3416.jpg,Apple___Black_rot,Hassan,1adc4bb58482112be4a14ff8b4c337f5
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot1044.jpg,Apple___Black_rot,Hassan,ec826eae67aa0fba391a0bc783cb7dc0
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot2697.jpg,Apple___Black_rot,Hassan,5e6fce01fa9ceeff0cd7828d64cd2e0e
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot1433.jpg,Apple___Black_rot,Hassan,1d23ed20a3f8d21db5c25f5e80398707
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot1566.JPG,Apple___Black_rot,Hassan,551fa37a3179c4f92956f9ab8d9151f9
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot3518.jpg,Apple___Black_rot,Hassan,c6aecdfa1d83132f541b7611a614eee2
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot2320.jpg,Apple___Black_rot,Hassan,5486543c12062436315f661a3ed2b91e
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot1105.jpg,Apple___Black_rot,Hassan,916f520dc0e1449adf7faec3f261f3ea
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot1259.jpg,Apple___Black_rot,Hassan,6ecb612440d8272457051131569e7e07
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot2683.jpg,Apple___Black_rot,Hassan,3cee498009eaee22d013c6603996d5d9
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot1111.jpg,Apple___Black_rot,Hassan,cd98252bb55dbd4997dac1c10089d0f7
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot466.JPG,Apple___Black_rot,Hassan,390111741988789fe47e0fc6d233af0e
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot3576.jpg,Apple___Black_rot,Hassan,25757783d92da72cd82e7563478d669e
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot1144.jpg,Apple___Black_rot,Hassan,9779cf25d42d25ed66428fe7210cc134
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot3387.JPG,Apple___Black_rot,Hassan,df4db34c345b770d7d8149ac730529fa
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot1585.jpg,Apple___Black_rot,Hassan,2884a9eec1bb3be9caf630c08b1d983d
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot49.JPG,Apple___Black_rot,Hassan,e18203819d8021c20f026cdab135f621
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot403.jpg,Apple___Black_rot,Hassan,7de8971e7e483558d2f5ea5c1641beef
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot3695.jpg,Apple___Black_rot,Hassan,3f4f5990427c13ea5a05ebb0c3ad461c
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot3002.jpg,Apple___Black_rot,Hassan,142e9d723fe118bfc2770408bed7a192
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot1015.JPG,Apple___Black_rot,Hassan,bfd939b8c0e339cceb0465cd287b70e6
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot712.jpg,Apple___Black_rot,Hassan,7215cf1d87c8d4bf7d43248134a576fc
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot2442.jpg,Apple___Black_rot,Hassan,3b1c0456961c59df9096ab419dba4eb5
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot3369.JPG,Apple___Black_rot,Hassan,00e30681fc0e586003bc97c1cc620936
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot2977.jpg,Apple___Black_rot,Hassan,915d64514d2a8ea3b5e95484ec14deb6
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot2918.jpg,Apple___Black_rot,Hassan,b2cda45a45c46e9268195a6d78bf9534
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot1463.jpg,Apple___Black_rot,Hassan,363a24edc61da18cd3b42d6e3e3da204
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot3163.jpg,Apple___Black_rot,Hassan,71b008aed8eaa913f71b6f0cf56c902a
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot1981.jpg,Apple___Black_rot,Hassan,29ad2d1df03f2b7c62e97677e617fe6b
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot3360.jpg,Apple___Black_rot,Hassan,ae3671a76c3d596a675b92a04247e693
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot2706.jpg,Apple___Black_rot,Hassan,f982e0aa346d4161e460716e80026d38
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot419.jpg,Apple___Black_rot,Hassan,abb583a85021c889e9257fadaa412277
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot1554.jpg,Apple___Black_rot,Hassan,240d5590eca47beef4436b66ac32621a
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot1914.jpg,Apple___Black_rot,Hassan,f2f89dc6158ff15e33bc8051fe2d058f
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot461.jpg,Apple___Black_rot,Hassan,503d4d8063c4c7ac203814e4f103eb60
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot2404.jpg,Apple___Black_rot,Hassan,80293657ae74fa3f538926c355f00f4c
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot1655.jpg,Apple___Black_rot,Hassan,cc24782cddef7619268dae4c2453cce0
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot2155.jpg,Apple___Black_rot,Hassan,02e5c2facc57fedc7b33eba6fd2e9207
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot2012.jpg,Apple___Black_rot,Hassan,d6c61efb76495045b8656cf98dd9fa32
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot64.JPG,Apple___Black_rot,Hassan,b912a995e1f4f14d117ade1a4de844f0
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot2217.jpg,Apple___Black_rot,Hassan,9a8e9e6ea26b26110a40aef2e3a9385e
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot2730.jpg,Apple___Black_rot,Hassan,bc78f462c0579a9d846bb11f17c1faa5
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot3705.jpg,Apple___Black_rot,Hassan,fb5fe53bbcdfc5332c3ae3463db58c2e
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot658.JPG,Apple___Black_rot,Hassan,396f352a0abbfe473b36a35fde084bab
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot742.jpg,Apple___Black_rot,Hassan,8d8a2eb9ec8c5eba50527a3d497e29f3
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot497.jpg,Apple___Black_rot,Hassan,0add62c12dc3a04c100e85f852905ea4
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot1124.jpg,Apple___Black_rot,Hassan,d837bdb9e98652eb88ed46f1bd04d24b
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot2675.jpg,Apple___Black_rot,Hassan,a6cc58f3e23c264e40d585b75619a3bd
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot1232.jpg,Apple___Black_rot,Hassan,673b548f2d3f559e425f1643ff132405
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot2647.jpg,Apple___Black_rot,Hassan,e599f75dbea80efc7b58d385dcaa9111
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot1683.jpg,Apple___Black_rot,Hassan,f09568d91c59ecaa50cdc6de542c0330
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot804.jpg,Apple___Black_rot,Hassan,ae010aeacb0c394fc8f0b9755700c54b
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot2365.jpg,Apple___Black_rot,Hassan,085d84f0c2de1f8034082fb3f4097c73
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot408.jpg,Apple___Black_rot,Hassan,1b8c772ed64c99b82a1a24d4b1f07fcf
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot107.JPG,Apple___Black_rot,Hassan,bda1b57184b4bd1ea09e8eb1dbc8dffd
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot2733.jpg,Apple___Black_rot,Hassan,c512a1aef5e455dae2af33ccaf51759a
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot1603.jpg,Apple___Black_rot,Hassan,7a2b90116f32e12a7d878a1bd950e315
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot544.jpg,Apple___Black_rot,Hassan,a1a475893e43f947cdfe6502fde8f201
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot767.jpg,Apple___Black_rot,Hassan,33299032dcd22eafc2b8263edcf1a523
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot1483.jpg,Apple___Black_rot,Hassan,d70b303dc22039ab5ea032f4472d42da
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot2600.jpg,Apple___Black_rot,Hassan,c5a0d21b846c1c3a12e6e4e49fa5a9c3
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot89.JPG,Apple___Black_rot,Hassan,16f10e618113bfc0bb306ee57603e0b3
/kaggle/input/datasets/hassanikram/my-dataset/MyDataset/Apple_Black_rot/Apple_Black_rot2583.jpg,Apple___Black_rot,Hassan,7b9853408cb4ec5d64612cad9397311b
